주소,위도,경도
서울특별시 중구 세종대로 110,37.56678925,126.97842039866163
서울특별시 종로구 세종대로 172,37.5716162,126.9769026
서울특별시 영등포구 국제금융로 10,37.52538915,126.92663352616975
서울특별시 강남구 테헤란로 152,37.50001905,127.03654833764182
서울특별시 은평구 수색로 215,37.5901032,126.8834919
