STATBL_ID,DTACYCLE_CD,WRTTIME_IDTFR_ID,GRP_ID,GRP_NM,CLS_ID,CLS_NM,ITM_ID,ITM_NM,DTA_VAL,UI_NM,GRP_FULLNM,CLS_FULLNM,ITM_FULLNM,WRTTIME_DESC,지역,지표
TT249843134237374,QY,202403,,,500002,서울,100001,임대료,23.6978086906355,천원/㎡,,서울,임대료,2024년 3분기,서울전체,임대료
TT249843134237374,QY,202404,,,500002,서울,100001,임대료,23.8897863043888,천원/㎡,,서울,임대료,2024년 4분기,서울전체,임대료
TT244763134428698,QY,202403,,,500002,서울,100001,공실률,5.2553424595411,%,,서울,공실률,2024년 3분기,서울전체,공실률
TT244763134428698,QY,202404,,,500002,서울,100001,공실률,5.6046908819807,%,,서울,공실률,2024년 4분기,서울전체,공실률
TT249843134237374,QY,202403,,,510004,강남,100001,임대료,25.3742867548887,천원/㎡,,서울>강남,임대료,2024년 3분기,GBD,임대료
TT249843134237374,QY,202404,,,510004,강남,100001,임대료,25.815178011464,천원/㎡,,서울>강남,임대료,2024년 4분기,GBD,임대료
TT244763134428698,QY,202403,,,510004,강남,100001,공실률,4.68472708425299,%,,서울>강남,공실률,2024년 3분기,GBD,공실률
TT244763134428698,QY,202404,,,510004,강남,100001,공실률,4.25445806038276,%,,서울>강남,공실률,2024년 4분기,GBD,공실률
TT249843134237374,QY,202403,,,510005,여의도마포,100001,임대료,19.4254307161458,천원/㎡,,서울>여의도마포,임대료,2024년 3분기,YBD,임대료
TT249843134237374,QY,202404,,,510005,여의도마포,100001,임대료,19.5518557429644,천원/㎡,,서울>여의도마포,임대료,2024년 4분기,YBD,임대료
TT244763134428698,QY,202403,,,510005,여의도마포,100001,공실률,3.71991402421491,%,,서울>여의도마포,공실률,2024년 3분기,YBD,공실률
TT244763134428698,QY,202404,,,510005,여의도마포,100001,공실률,3.66536299766834,%,,서울>여의도마포,공실률,2024년 4분기,YBD,공실률
TT249843134237374,QY,202403,,,510006,기타,100001,임대료,13.2865737918756,천원/㎡,,서울>기타,임대료,2024년 3분기,Others,임대료
TT249843134237374,QY,202404,,,510006,기타,100001,임대료,13.3232140259479,천원/㎡,,서울>기타,임대료,2024년 4분기,Others,임대료
TT244763134428698,QY,202403,,,510006,기타,100001,공실률,5.9644633331999,%,,서울>기타,공실률,2024년 3분기,Others,공실률
TT244763134428698,QY,202404,,,510006,기타,100001,공실률,5.76827700726441,%,,서울>기타,공실률,2024년 4분기,Others,공실률
TT249843134237374,QY,202403,,,520004,광화문,100001,임대료,37.5030984782339,천원/㎡,,서울>도심>광화문,임대료,2024년 3분기,CBD_광화문,임대료
TT249843134237374,QY,202404,,,520004,광화문,100001,임대료,37.5952852926926,천원/㎡,,서울>도심>광화문,임대료,2024년 4분기,CBD_광화문,임대료
TT244763134428698,QY,202403,,,520004,광화문,100001,공실률,4.72806677222276,%,,서울>도심>광화문,공실률,2024년 3분기,CBD_광화문,공실률
TT244763134428698,QY,202404,,,520004,광화문,100001,공실률,6.3999379146107,%,,서울>도심>광화문,공실률,2024년 4분기,CBD_광화문,공실률
TT249843134237374,QY,202403,,,520005,남대문,100001,임대료,33.8246814385512,천원/㎡,,서울>도심>남대문,임대료,2024년 3분기,CBD_남대문,임대료
TT249843134237374,QY,202404,,,520005,남대문,100001,임대료,33.830475412288,천원/㎡,,서울>도심>남대문,임대료,2024년 4분기,CBD_남대문,임대료
TT244763134428698,QY,202403,,,520005,남대문,100001,공실률,11.6068936668872,%,,서울>도심>남대문,공실률,2024년 3분기,CBD_남대문,공실률
TT244763134428698,QY,202404,,,520005,남대문,100001,공실률,21.3717729638034,%,,서울>도심>남대문,공실률,2024년 4분기,CBD_남대문,공실률
TT249843134237374,QY,202403,,,520006,동대문,100001,임대료,13.8241840289812,천원/㎡,,서울>도심>동대문,임대료,2024년 3분기,CBD_동대문,임대료
TT249843134237374,QY,202404,,,520006,동대문,100001,임대료,13.8299792732588,천원/㎡,,서울>도심>동대문,임대료,2024년 4분기,CBD_동대문,임대료
TT244763134428698,QY,202403,,,520006,동대문,100001,공실률,13.0390883478464,%,,서울>도심>동대문,공실률,2024년 3분기,CBD_동대문,공실률
TT244763134428698,QY,202404,,,520006,동대문,100001,공실률,12.7186517953847,%,,서울>도심>동대문,공실률,2024년 4분기,CBD_동대문,공실률
TT249843134237374,QY,202403,,,520007,명동,100001,임대료,21.3771251208437,천원/㎡,,서울>도심>명동,임대료,2024년 3분기,CBD_명동,임대료
TT249843134237374,QY,202404,,,520007,명동,100001,임대료,21.4012627365634,천원/㎡,,서울>도심>명동,임대료,2024년 4분기,CBD_명동,임대료
TT244763134428698,QY,202403,,,520007,명동,100001,공실률,8.95412613637826,%,,서울>도심>명동,공실률,2024년 3분기,CBD_명동,공실률
TT244763134428698,QY,202404,,,520007,명동,100001,공실률,7.80704968922072,%,,서울>도심>명동,공실률,2024년 4분기,CBD_명동,공실률
TT249843134237374,QY,202403,,,520008,시청,100001,임대료,24.7551978654337,천원/㎡,,서울>도심>시청,임대료,2024년 3분기,CBD_시청,임대료
TT249843134237374,QY,202404,,,520008,시청,100001,임대료,24.959282278264,천원/㎡,,서울>도심>시청,임대료,2024년 4분기,CBD_시청,임대료
TT244763134428698,QY,202403,,,520008,시청,100001,공실률,6.39726430494179,%,,서울>도심>시청,공실률,2024년 3분기,CBD_시청,공실률
TT244763134428698,QY,202404,,,520008,시청,100001,공실률,6.31630823162712,%,,서울>도심>시청,공실률,2024년 4분기,CBD_시청,공실률
TT249843134237374,QY,202403,,,520009,을지로,100001,임대료,33.6948768272233,천원/㎡,,서울>도심>을지로,임대료,2024년 3분기,CBD_을지로,임대료
TT249843134237374,QY,202404,,,520009,을지로,100001,임대료,33.8260036179415,천원/㎡,,서울>도심>을지로,임대료,2024년 4분기,CBD_을지로,임대료
TT244763134428698,QY,202403,,,520009,을지로,100001,공실률,7.03937334031147,%,,서울>도심>을지로,공실률,2024년 3분기,CBD_을지로,공실률
TT244763134428698,QY,202404,,,520009,을지로,100001,공실률,8.35303592967937,%,,서울>도심>을지로,공실률,2024년 4분기,CBD_을지로,공실률
TT249843134237374,QY,202403,,,520010,종로,100001,임대료,21.204844533085,천원/㎡,,서울>도심>종로,임대료,2024년 3분기,CBD_종로,임대료
TT249843134237374,QY,202404,,,520010,종로,100001,임대료,21.2218135756013,천원/㎡,,서울>도심>종로,임대료,2024년 4분기,CBD_종로,임대료
TT244763134428698,QY,202403,,,520010,종로,100001,공실률,1.97591297173121,%,,서울>도심>종로,공실률,2024년 3분기,CBD_종로,공실률
TT244763134428698,QY,202404,,,520010,종로,100001,공실률,1.89997257976398,%,,서울>도심>종로,공실률,2024년 4분기,CBD_종로,공실률
TT249843134237374,QY,202403,,,520011,충무로,100001,임대료,14.3850914195495,천원/㎡,,서울>도심>충무로,임대료,2024년 3분기,CBD_충무로,임대료
TT249843134237374,QY,202404,,,520011,충무로,100001,임대료,14.4001388680176,천원/㎡,,서울>도심>충무로,임대료,2024년 4분기,CBD_충무로,임대료
TT244763134428698,QY,202403,,,520011,충무로,100001,공실률,9.59041444707357,%,,서울>도심>충무로,공실률,2024년 3분기,CBD_충무로,공실률
TT244763134428698,QY,202404,,,520011,충무로,100001,공실률,9.59041444707357,%,,서울>도심>충무로,공실률,2024년 4분기,CBD_충무로,공실률
TT249843134237374,QY,202403,,,520013,강남대로,100001,임대료,29.5969083765102,천원/㎡,,서울>강남>강남대로,임대료,2024년 3분기,GBD_강남대로,임대료
TT249843134237374,QY,202404,,,520013,강남대로,100001,임대료,30.1605447068143,천원/㎡,,서울>강남>강남대로,임대료,2024년 4분기,GBD_강남대로,임대료
TT244763134428698,QY,202403,,,520013,강남대로,100001,공실률,6.16435037245394,%,,서울>강남>강남대로,공실률,2024년 3분기,GBD_강남대로,공실률
